id	population	Super-population	GTFreq_00	GTFreq_01	GTFreq_11	REF_Freq	ALT_Freq
193_1	SIB	EAS	0.6693913480885312	0.2683601609657948	0.062248490945674	0.8035714285714286	0.1964285714285714
193_2	SIB	EAS	0.6672535211267606	0.2754024144869215	0.0573440643863179	0.8049547283702214	0.1950452716297785
193_4	SIB	EAS	0.658827967806841	0.2809356136820926	0.0602364185110664	0.7992957746478874	0.2007042253521126
193_3	SIB	EAS	0.6594567404426559	0.2819416498993963	0.0586016096579476	0.800427565392354	0.1995724346076459
192_2	SIB	EAS	0.6626006036217303	0.2809356136820926	0.056463782696177	0.8030684104627767	0.1969315895372233
192_1	SIB	EAS	0.6460010060362174	0.2928822937625754	0.0611167002012072	0.7924421529175051	0.2075578470824949
192_4	SIB	EAS	0.6579476861167002	0.2843309859154929	0.0577213279678068	0.8001131790744467	0.1998868209255533
192_3	SIB	EAS	0.6535462776659959	0.2872233400402414	0.0592303822937625	0.7971579476861167	0.2028420523138833
191_1	SIB	EAS	0.6444919517102615	0.2906187122736418	0.0648893360160965	0.7898013078470825	0.2101986921529175
191_2	SIB	EAS	0.6744215291750503	0.2679828973843058	0.0575955734406438	0.8084129778672032	0.1915870221327967
191_4	SIB	EAS	0.641725352112676	0.307092555331992	0.0511820925553319	0.7952716297786719	0.204728370221328
191_3	SIB	EAS	0.65329476861167	0.2902414486921529	0.056463782696177	0.7984154929577465	0.2015845070422535
190_1	SIB	EAS	0.6859909456740443	0.2665995975855131	0.0474094567404426	0.8192907444668008	0.1807092555331991
190_2	SIB	EAS	0.6599597585513078	0.2904929577464789	0.0495472837022132	0.8052062374245472	0.1947937625754527
